"Date","Price","Open","High","Low","Vol.","Change %"
"09/02/2020","749.64","756.16","756.23","745.89","83.49M","-0.67%"
"09/01/2020","754.69","756.44","759.19","751.63","87.90M","0.48%"
"08/31/2020","751.09","752.40","753.60","750.06","113.28M","0.78%"
"08/28/2020","745.31","738.62","746.21","737.76","96.53M","1.82%"
"08/27/2020","731.96","735.77","737.91","727.72","78.55M","0.29%"
"08/26/2020","729.87","714.41","730.22","714.41","96.27M","2.19%"
"08/25/2020","714.23","725.18","725.34","709.39","103.58M","-1.31%"
"08/24/2020","723.72","733.71","737.34","722.01","107.35M","-0.90%"
"08/21/2020","730.31","737.49","738.83","728.84","81.19M","-1.24%"
"08/20/2020","739.48","739.18","740.00","736.81","93.49M","-0.06%"
"08/19/2020","739.95","749.64","749.64","738.08","106.46M","-1.47%"
"08/18/2020","751.00","760.30","761.84","750.95","133.06M","0.02%"
"08/17/2020","750.87","745.11","751.27","745.11","112.12M","1.79%"
"08/14/2020","737.65","740.78","741.83","733.26","86.10M","-0.50%"
"08/13/2020","741.39","735.30","741.39","731.12","83.90M","2.16%"
"08/12/2020","725.71","724.18","732.68","723.63","91.85M","1.15%"
"08/11/2020","717.45","727.78","727.78","716.85","114.78M","-4.04%"
"08/10/2020","747.67","746.15","755.53","746.15","109.21M","1.04%"
"08/07/2020","739.98","740.58","741.52","729.80","105.17M","-0.29%"
"08/06/2020","742.11","754.77","756.27","738.28","118.54M","-0.67%"
"08/05/2020","747.08","753.47","758.11","745.24","139.53M","0.74%"
"08/04/2020","741.57","731.08","742.03","731.08","137.69M","2.82%"
"07/31/2020","721.24","714.17","722.82","713.67","105.94M","2.20%"
"07/30/2020","705.74","705.69","706.99","697.76","106.83M","-0.76%"
"07/29/2020","711.14","713.45","714.72","706.24","106.31M","0.47%"
"07/28/2020","707.79","709.98","711.56","705.80","143.82M","-0.19%"
"07/27/2020","709.11","707.08","711.21","705.98","185.64M","2.56%"
